Category,Series_Entity,Short_Name,Long_Name,UUID
"Earth Observation Satellites","Joint Polar Satellite System (JPSS)","JPSS-3","","2ab4ba32-0bb3-4e4e-bac6-1ff4a3baf0df"
"Earth Observation Satellites","Joint Polar Satellite System (JPSS)","JPSS-4","","10adce36-ce10-4ae6-94f9-211911c7dd15"
"Earth Observation Satellites","Joint Polar Satellite System (JPSS)","NOAA-20","Joint Polar Satellite System - 1","586db0b3-5f94-466e-b7c1-a2dbedc0c1fc"
"Earth Observation Satellites","Joint Polar Satellite System (JPSS)","SUOMI-NPP","Suomi National Polar-orbiting Partnership","85a52725-e6a1-430a-8506-c08c59ef31c7"
"Earth Observation Satellites","Joint Polar Satellite System (JPSS)","","","5c2364ca-c01a-4f69-8808-282c3854b2f6"
"Earth Observation Satellites","KOMPSAT","KOMPSAT-1","","caf7cd97-6a64-4e31-9b7e-d96854eb9b6a"
"Earth Observation Satellites","KOMPSAT","KOMPSAT-2","","88d9cd91-a26e-467a-9554-c5d927540421"
"Earth Observation Satellites","KOMPSAT","","","9abdb7c0-7b8e-426b-8bc7-57ea4a30d82c"
"Earth Observation Satellites","LAGEOS (Laser Geodetic Satellite)","LAGEOS-1","Laser Geodetic Satellite-1","8124c4a5-fb77-455c-9ecd-3cf325fc12a9"
"Earth Observation Satellites","LAGEOS (Laser Geodetic Satellite)","LAGEOS-2","Laser Geodetic Satellite-2","e1dfd1ca-9bd1-4628-b4ad-c82dfb3c1974"
"Earth Observation Satellites","LAGEOS (Laser Geodetic Satellite)","","","4fc659a0-c543-4538-87c6-0ed2a7ab8b55"
"Earth Observation Satellites","LANDSAT","LANDSAT-1","","d41eb9c0-7683-428a-ac86-5643bbfa3985"
"Earth Observation Satellites","LANDSAT","LANDSAT-2","","dbaddf64-af69-4e82-a4a8-41f5c76ee496"
"Earth Observation Satellites","LANDSAT","LANDSAT-3","","8d323d5a-0332-4e58-80c5-8dd9f486f482"
"Earth Observation Satellites","LANDSAT","LANDSAT-4","","0db82778-12de-4cac-9a86-8f2b97feb7f1"
"Earth Observation Satellites","LANDSAT","LANDSAT-5","","fe920fff-7852-42cf-b1dc-b2223b24cf2e"
"Earth Observation Satellites","LANDSAT","LANDSAT-6","","b912164c-36a5-4d93-9638-1afb3e4c4354"
"Earth Observation Satellites","LANDSAT","LANDSAT-7","","c7a09e9f-3c99-4b31-a521-313c379ba2b4"
"Earth Observation Satellites","LANDSAT","LANDSAT-8","","13e3a08a-0d28-4e3f-a306-a20d9fb4fff8"
"Earth Observation Satellites","LANDSAT","LANDSAT-9","","5d3ce672-39fb-4dd5-be5e-55f81fb7f40f"
"Earth Observation Satellites","LANDSAT","LANDSAT","","77d92504-8160-4f72-90b9-a7c9640f4361"
"Earth Observation Satellites","LANDSAT","","","3cc4a1e8-3b94-4567-90b3-32137aec2d9e"
"Earth Observation Satellites","METEOSAT","METEOSAT-10","","01ee202c-22c5-442d-b4fd-65f424057ea3"
"Earth Observation Satellites","METEOSAT","METEOSAT-11","","bc69ef64-c468-4e8a-9a41-3b421e79cc90"
"Earth Observation Satellites","METEOSAT","METEOSAT-1","","a7852052-09a6-4c48-b720-9dfb086df3db"
"Earth Observation Satellites","METEOSAT","METEOSAT-2","","59df537a-0912-4943-834e-9feb08d09d59"
"Earth Observation Satellites","METEOSAT","METEOSAT-3","","4ce99530-44bb-435b-ac46-3e3f0ddde484"
"Earth Observation Satellites","METEOSAT","METEOSAT-4","Meteosat Operational Programme 1 (MOP-1)","ceb704ea-58eb-441a-8f86-9d2d7017240c"
"Earth Observation Satellites","METEOSAT","METEOSAT-5","Meteosat Operational Programme 2 (MOP-2)","a2069a17-e6be-49f4-a796-72aede755493"
"Earth Observation Satellites","METEOSAT","METEOSAT-6","Meteosat Operational Programme 3 (MOP-3)","6f9f4776-ca2a-478a-b077-0b15fe8d2c3a"
"Earth Observation Satellites","METEOSAT","METEOSAT-7","","75d48be5-2e6d-442f-9e97-0146706f7261"
"Earth Observation Satellites","METEOSAT","METEOSAT-8","","1ef73a04-e012-4389-9646-cdeb7c04dc92"
"Earth Observation Satellites","METEOSAT","METEOSAT-9","","07dfead6-2cbc-4703-8533-c4d07e2ec67c"
"Earth Observation Satellites","METEOSAT","METEOSAT","","dbfa9c1a-1853-4c48-8adf-f51ca6715c43"
"Earth Observation Satellites","METEOSAT","MSG","Meteosat Second Generation","5aac06ef-6ade-49b6-a98c-45516a9a646a"
"Earth Observation Satellites","METEOSAT","","","28eac19a-5500-4a21-af30-ab7a364ff8d0"
"Earth Observation Satellites","METOP","METOP-A","Meteorological Operational Satellite - A","8143808e-1005-4fed-a469-c2bd5f1521bf"
"Earth Observation Satellites","METOP","METOP-B","Meteorological Operational Satellite - B","c9f84df0-e807-46e3-8fce-c33e9201fbc2"
"Earth Observation Satellites","METOP","METOP-C","Meteorological Operational Satellite - C","6120cea0-c943-4c7c-bddd-8d8648d58022"
"Earth Observation Satellites","METOP","","","8c192c86-d07c-4e7b-af8f-92aa4b40fca7"
"Earth Observation Satellites","MOS (Japan Marine Observation Satellite)","MOS-1B","Japanese Marine Observation Satellite-1B","3f023faf-79fe-4efd-99cf-efdea9fd2e67"
"Earth Observation Satellites","MOS (Japan Marine Observation Satellite)","MOS-1","Japanese Marine Observation Satellite 1","cdf3698d-ace4-432b-80aa-8757f8d53d58"
"Earth Observation Satellites","MOS (Japan Marine Observation Satellite)","","","f835f27c-becb-4ad7-a2d5-c0385f3418f3"
"Earth Observation Satellites","Megha-Tropiques","MEGHA-TROPIQUES","","b4306533-7593-4e76-b0e1-154a74e27d69"
"Earth Observation Satellites","Megha-Tropiques","","","7bca3532-02ec-4ab7-a01b-14185479c209"
"Earth Observation Satellites","Meteor","Meteor 2-21","","a94d5d7d-ef21-4849-aa30-854aedd21c69"
"Earth Observation Satellites","Meteor","Meteor-2","","8895542e-f840-4eeb-a615-b7871e6a580e"
"Earth Observation Satellites","Meteor","Meteor-3M","","5a326a88-e23a-42c3-967a-7150bbf2acda"
"Earth Observation Satellites","Meteor","Meteor-3","","b4ebacc9-59d5-45ae-95af-81d986d5ad3e"
"Earth Observation Satellites","Meteor","","","d1a7ef15-31ab-4647-918a-4a1d62028ae4"
"Earth Observation Satellites","NASA Decadal Survey","ACE (DECADAL SURVEY)","Aerosol - Cloud - Ecosystems","44de39ab-8595-42d9-8d9e-ca94c4da4b0c"
"Earth Observation Satellites","NASA Decadal Survey","ASCENDS","Active Sensing of CO2 Emissions over Nights, Days, and Seasons","5129ca8d-e299-4966-b0d9-a55c4b302601"
"Earth Observation Satellites","NASA Decadal Survey","CLARREO","Climate Absolute Radiance and Refractivity Observatory","86f284dc-ebd2-4c9c-93dc-1e0e26a0a033"
"Earth Observation Satellites","NASA Decadal Survey","GEO-CAPE","Geostationary Coastal and Air Pollution Events","cbd436e1-03bf-4e59-8b31-fac71597bc01"
"Earth Observation Satellites","NASA Decadal Survey","GRACE-FO","Gravity Recovery and Climate Experiment Follow-On","f75e34e2-ebe7-4a6c-8bf6-da596a36b632"
"Earth Observation Satellites","NASA Decadal Survey","HYSPIRI","Hyperspectral Infrared Imager","da4db91a-044b-4b01-ad1a-e1684e492adf"
"Earth Observation Satellites","NASA Decadal Survey","ICESat-2","Ice, Cloud, and land Elevation Satellite-2","0a7dad22-dace-4cdc-9a5b-7dfde4aa2822"
"Earth Observation Satellites","NASA Decadal Survey","SMAP","Soil Moisture Active and Passive Observatory","7ee03239-24ff-433e-ab7e-8be8b9b2636b"
"Earth Observation Satellites","NASA Decadal Survey","SWOT","Surface Water Ocean Topography","63b6f3d6-3e9a-40c9-ae91-13f580c7b6c3"
"Earth Observation Satellites","NASA Decadal Survey","","","9bdc4d60-38da-4d6c-ba2f-2a588aa9921b"
"Earth Observation Satellites","NASA Earth System Science Pathfinder","CALIPSO","Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observations","01b319ce-cbe2-4894-bb33-04c43ceef23b"
"Earth Observation Satellites","NASA Earth System Science Pathfinder","CloudSat","","f3a724fa-5d0c-4ca1-872b-41ef08ab7b5d"
"Earth Observation Satellites","NASA Earth System Science Pathfinder","GRACE","Gravity Recovery and Climate Experiment","2e7aa2e6-9d25-4c6e-aef3-6e86d3773bac"
"Earth Observation Satellites","NASA Earth System Science Pathfinder","OCO-2","Orbiting Carbon Observatory-2","6d5f222a-7750-4fd3-aa14-3c0d0059bc85"
"Earth Observation Satellites","NASA Earth System Science Pathfinder","OCO-3","","da687fb4-016d-4b4d-92c2-380640ca5640"
"Earth Observation Satellites","NASA Earth System Science Pathfinder","","","de1e0fd4-d865-4726-9bde-96804cf455b7"
"Earth Observation Satellites","NASA Small Explorer (SMEX)","AIM","Aeronomy of Ice in the Mesosphere","dda33ba1-2108-4297-a221-d94726c60792"
"Earth Observation Satellites","NASA Small Explorer (SMEX)","","","ec3e5f45-f6a2-4d1f-aa6f-51a638c7852f"
"Earth Observation Satellites","NIMBUS","Nimbus-1","","fc1b2147-7086-4164-a2e5-596f83e1431c"
"Earth Observation Satellites","NIMBUS","Nimbus-2","","486c2802-dca4-49a3-8bb8-4889e6961014"
"Earth Observation Satellites","NIMBUS","Nimbus-3","","acc28309-0d1a-4533-9b18-c5ac2b0deea8"
"Earth Observation Satellites","NIMBUS","Nimbus-4","","6b956645-9c85-4b3d-8771-159a62005911"
"Earth Observation Satellites","NIMBUS","Nimbus-5","","955e7643-bd77-44aa-ba05-f7b841ce582b"
"Earth Observation Satellites","NIMBUS","Nimbus-6","","6bbdcd8e-cbe4-48db-96e6-1d5f1dd1e857"
"Earth Observation Satellites","NIMBUS","Nimbus-7","","0af3eeb1-3339-46ad-964f-2d18dce319fe"
"Earth Observation Satellites","NIMBUS","Nimbus","","df91d23f-2c02-4bc1-92c1-a105fb0deb05"
"Earth Observation Satellites","NIMBUS","","","f91ad0ef-29bd-4594-a843-60beaaf858ca"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA POES","NOAA Polar Orbiting Environmental Satellites","a2620edb-fa1b-4e76-99db-581a1766f22a"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-10","National Oceanic & Atmospheric Administration-10","19ca6acd-5a83-4f3c-8237-fd3178dad1af"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-11","National Oceanic & Atmospheric Administration-11","b2e2ad86-b73f-44fd-9992-6f32820ea847"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-12","National Oceanic & Atmospheric Administration-12","6b3f1f0f-353b-45b7-9dc0-567afa2c82c5"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-13","National Oceanic & Atmospheric Administration-13","4357816a-ede9-4a78-852c-fd6474671567"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-14","National Oceanic & Atmospheric Administration-14","d4bfa8e2-4ce3-482e-8b2a-1297f65fdc8a"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-15","National Oceanic & Atmospheric Administration-15","7441d55f-26c8-4f7f-ad75-1402c6a6e470"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-16","National Oceanic & Atmospheric Administration-16","53a886bf-db3f-4b8c-a111-ba6593dae207"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-17","National Oceanic & Atmospheric Administration-17","b4d60d40-59b9-46ab-a4c5-a2e534680b05"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-18","National Oceanic & Atmospheric Administration-18","37afee26-f2fd-47df-b8e0-7cccd71e6b8c"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-19","National Oceanic & Atmospheric Administration-19","b7461b99-2b6f-460a-ae7f-6bb37515684d"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-1","National Oceanic & Atmospheric Administration-1","f80b13a8-7692-4d1a-be08-851544cd0cde"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-2","National Oceanic & Atmospheric Administration-2","52354476-6975-457e-9d1d-e0f3b5e8f407"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-3","National Oceanic & Atmospheric Administration-3","613988b8-740a-461d-a24f-39cc84a8ba8d"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-4","National Oceanic & Atmospheric Administration-4","3e1c1312-4559-4318-a64f-d7aafd08550b"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-5","National Oceanic & Atmospheric Administration-5","550199a6-a331-4392-b5d3-30270c83f773"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-6","National Oceanic & Atmospheric Administration-6","b8b9a664-2e7e-4dae-8efc-1ce4ace7ac63"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-7","National Oceanic & Atmospheric Administration-7","fd4a398d-682c-4748-8349-83a8aa47cebf"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-8","National Oceanic & Atmospheric Administration-8","a6a7b0e4-f58a-42fe-b723-d6405d4afde2"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","NOAA-9","National Oceanic & Atmospheric Administration-9","304d5731-5627-4f4a-9b9e-3de6f39f9b3d"
"Earth Observation Satellites","NOAA POES (Polar Orbiting Environmental Satellites)","","","e8baa3a4-ef5a-455a-bf25-d61e59fc9bb3"
"Earth Observation Satellites","OGO (Orbiting Geophysical Observatory)","OGO-1","Orbiting Geophysical Observatory-1","b81f052e-9e45-4097-8189-f4c2f0572dd4"
"Earth Observation Satellites","OGO (Orbiting Geophysical Observatory)","OGO-2","Orbiting Geophysical Observatory-2","40b55ae6-fce7-46f1-aa84-ef7313056289"
"Earth Observation Satellites","OGO (Orbiting Geophysical Observatory)","OGO-3","Orbiting Geophysical Observatory-3","52dcf6a3-8b08-40a4-acb0-3c1c2fdc55cc"
"Earth Observation Satellites","OGO (Orbiting Geophysical Observatory)","OGO-4","Orbiting Geophysical Observatory-4","ff60d0cf-4665-40b6-b375-dd59dba896f9"
"Earth Observation Satellites","OGO (Orbiting Geophysical Observatory)","OGO-5","Orbiting Geophysical Observatory-5","38eefa42-2943-43d6-9186-d797d089c9df"
"Earth Observation Satellites","OGO (Orbiting Geophysical Observatory)","OGO-6","Orbiting Geophysical Observatory-6","fa5f5aff-4c2f-4613-b082-28454520544e"
"Earth Observation Satellites","OGO (Orbiting Geophysical Observatory)","","","e57b586f-09ba-45ad-868c-4c232d6034b4"
"Earth Observation Satellites","PLEIADES","Pleiades-1A","","a0b1f332-41b9-4eec-8a9e-67778193a679"
"Earth Observation Satellites","PLEIADES","Pleiades-1B","","92bdb34f-5df0-498d-b3c9-477ff3a1f80a"
"Earth Observation Satellites","PLEIADES","","","516a9bb2-0171-4ad2-8d4f-3f7d1219d393"
"Earth Observation Satellites","RADARSAT","RADARSAT-1","","d5e3bc6f-fea5-453e-9942-6ce982bca119"
"Earth Observation Satellites","RADARSAT","RADARSAT-2","","b9c23439-5e16-4329-b719-4704dd7903e6"
"Earth Observation Satellites","RADARSAT","","","705a396b-83dd-4223-b8be-f002f6b93502"
"Earth Observation Satellites","SAC","SAC-A","Satelite de Aplicaciones Cientifico - A","f3be80dc-37f6-44b9-afd4-37c261c13367"
"Earth Observation Satellites","SAC","SAC-C","Satelite de Aplicaciones Cientifico - C","12fff8c1-4062-48ce-a85e-ef85cc6fc370"
"Earth Observation Satellites","SAC","SAC-D","Satélite de Aplicaciones Científico - D","fb9164bb-4dba-4598-ba56-cb24d8db5527"
"Earth Observation Satellites","SAC","","","ea7e0cb4-5764-4ca4-89f6-913b22a47eff"
"Earth Observation Satellites","SENTINEL-1","SENTINEL-1A","SENTINEL-1A","c7279e54-f7c1-4ee7-a957-719d6021a3f6"
"Earth Observation Satellites","SENTINEL-1","SENTINEL-1B","SENTINEL-1B","9940dbad-1a9a-4858-a0e8-af35b21277e2"
"Earth Observation Satellites","SENTINEL-1","","","007c3084-89db-458e-8387-14e192b6cb8e"
"Earth Observation Satellites","SENTINEL-2","SENTINEL-2A","","6f1c359b-b1a6-47c1-979e-0689e637fbdc"
"Earth Observation Satellites","SENTINEL-2","SENTINEL-2B","","f2445400-1981-4ef3-bf7c-f4aa35923ae9"
"Earth Observation Satellites","SENTINEL-2","","","2ce20983-98b2-40b9-bb0e-a08074fb93b3"
"Earth Observation Satellites","SENTINEL-3","SENTINEL-3A","","5449d87b-5573-450f-8acb-2fdfeab3c8ce"
"Earth Observation Satellites","SENTINEL-3","SENTINEL-3B","","41163801-6aac-43e5-aed7-9f52613a6a73"
"Earth Observation Satellites","SENTINEL-3","","","8a19f309-46ee-424b-be9f-e7e57e5b8ca0"
"Earth Observation Satellites","SMS (Synchronous Meteorological Satellites)","SMS-1","Synchronous Meteorological Satellite 1","3cb9e3b6-5d97-4258-a546-7a955c76cb8b"
"Earth Observation Satellites","SMS (Synchronous Meteorological Satellites)","SMS-2","Synchronous Meteorological Satellite 2","ca25d8a5-40d0-4eb7-9f3f-9c97074ef1be"
"Earth Observation Satellites","SMS (Synchronous Meteorological Satellites)","SMS","Synchronous Meteorological Satellites","389f0bec-1032-4b0b-9118-033c9b07402f"
"Earth Observation Satellites","SMS (Synchronous Meteorological Satellites)","","","9abcdc9a-6442-4e2e-848a-8b72b954896c"
"Earth Observation Satellites","SPOT","SPOT-1","Systeme Probatoire Pour l'Observation de la Terre-1","807f2f4d-1c2e-43ed-87f2-17d7dcced093"
"Earth Observation Satellites","SPOT","SPOT-2","Systeme Probatoire Pour l'Observation de la Terre-2","9a59260a-16a7-4853-8920-35ede91561ee"
"Earth Observation Satellites","SPOT","SPOT-3","Systeme Probatoire Pour l'Observation de la Terre-3","d333cd96-f1f0-4179-9fbc-162b18fcb8c8"
"Earth Observation Satellites","SPOT","SPOT-4","Systeme Probatoire Pour l'Observation de la Terre-4","5fe45cae-f4ce-4287-8af8-0d824807f3fc"
"Earth Observation Satellites","SPOT","SPOT-5","Systeme Probatoire Pour l'Observation de la Terre-5","08e3f2c8-0d9d-4f94-b2fe-bb110b151134"
"Earth Observation Satellites","SPOT","SPOT-6","Systeme Probatoire Pour l'Observation de la Terre-6","b5b5a3c9-a393-4766-a7d6-ef6c97969e78"
"Earth Observation Satellites","SPOT","SPOT-7","Systeme Probatoire Pour l'Observation de la Terre-7","5993e605-b045-43fb-bd9b-928892b7386d"
"Earth Observation Satellites","SPOT","","","5615d18d-4217-42a0-a53d-77298834fc2e"
"Earth Observation Satellites","Sentinel-5","Sentinel-5P","Sentinel-5 Precursor","77e9a75e-2c3b-428b-8b21-b6a902dd8fee"
"Earth Observation Satellites","Sentinel-5","","","dc626ae7-1ebe-4b9d-9b73-c048fa92434f"
"Earth Observation Satellites","Swarm","Swarm-A","","054787a6-0c47-43af-a4ee-05c572dd1705"
"Earth Observation Satellites","Swarm","Swarm-B","","ab7f9a64-ca5d-4795-94ff-fd5367d39f9f"
"Earth Observation Satellites","Swarm","Swarm-C","","769a52d4-7db1-4b8e-8d39-6fee4e74d34f"
"Earth Observation Satellites","Swarm","","","1d6d5f82-acd5-4bd2-9324-12884718b353"
"Earth Observation Satellites","TIROS","TIROS-7","Television Infrared Operational","d39b3bd9-de76-4a80-841f-57c9be70ed5b"
"Earth Observation Satellites","TIROS","TIROS-M","Television Infrared Observation Satellite-M","292335bb-5733-4f54-bb1f-84ab20f838f3"
"Earth Observation Satellites","TIROS","TIROS-N","Television Infrared Observation Satellite-N","51bf313d-a403-412e-b672-a1312e823675"
"Earth Observation Satellites","TIROS","TIROS","Television Infrared Observation Satellite","6096b1ec-25d5-4b9b-9358-a17d8b481646"
"Earth Observation Satellites","TIROS","","","75b34f33-a790-4164-9cc0-02a997279e61"
"Earth Observation Satellites","","AJISAI","Experimental Geodetic Satellite (Japanese EGS)","3a152f3f-de95-4b7a-88c8-7c26fb4ba368"
"Earth Observation Satellites","","ALOS-2","Advanced Land Observing Satellite-2","e4009ba2-7e5d-41ea-b4f9-c45788ad8589"
"Earth Observation Satellites","","ALOS","Advanced Land Observing Satellite","0bf5fb56-9d29-438a-a84f-a60296a2e503"
"Earth Observation Satellites","","ARGON","","d35399a9-d4dc-45f2-b69d-55160ac26d10"
"Earth Observation Satellites","","Aeolus","","e31c4750-9903-4de7-95ef-faa9610f3a63"
"Earth Observation Satellites","","Aquarius_SAC-D","Aquarius SAC-D","e13d801e-19a3-4516-a64c-27f003b3d963"
"Earth Observation Satellites","","Aqua","Earth Observing System, Aqua","ea7fd15d-190d-43f3-bdd3-75f5d88dc3f8"
"Earth Observation Satellites","","Aura","Earth Observing System, Aura","59d2e030-5377-4b5b-92ce-f488d418c45f"
"Earth Observation Satellites","","CASSIOPE","Cascade SmallSat and Ionospheric Polar Explorer","66f5d236-40fb-4a41-96a4-761d48103765"
"Earth Observation Satellites","","CFOSAT","Chinese-French Oceanography Satellite","7c3fab1c-d17e-4e5c-870e-994793c2594e"
"Earth Observation Satellites","","CHAMP","Challenging Minisatellite Payload","f5509236-8a81-4ebe-af91-d65aa58d4ab5"
"Earth Observation Satellites","","CLARREO Pathfinder","","6bfd2526-e039-40e0-9abe-ac370f755d20"
"Earth Observation Satellites","","COMS","Communication, Ocean and Meteorological Satellite","ec484699-009f-4f39-93aa-d11379b4288a"
"Earth Observation Satellites","","CORIOLIS","Coriolis","bac2e743-1d02-4868-8bd6-b8b8741e3794"
"Earth Observation Satellites","","CORONA","","14bedb8d-7d18-4ae6-9882-9cf87bd3824e"
"Earth Observation Satellites","","COSMO-SKYMED","","97116573-f0a2-4e18-8601-77e43b717be6"
"Earth Observation Satellites","","CRRES","Combined Release and Radiation Effects Satellite","c0f0a8dc-bcfd-4959-bb06-692501b9c2bb"
"Earth Observation Satellites","","CRYOSAT","","e377ef25-1612-4b8d-ac98-54e3977d7e31"
"Earth Observation Satellites","","CYGNSS","Cyclone Global Navigation Satellite System","18fd52d4-c60c-4ef5-b39a-960ae9916472"
"Earth Observation Satellites","","DASH-2","","4ccfdd4d-3ec2-412d-b49e-fccf2cdc7c35"
"Earth Observation Satellites","","ENVISAT","Environmental Satellite","a1498dff-002d-4d67-9091-16822c608221"
"Earth Observation Satellites","","EO-1","Earth Observing 1","19a621c6-f735-4972-ab32-fcf001a38a46"
"Earth Observation Satellites","","EP-TOMS","Earth Probe-TOMS","16d6e31d-f61a-4caa-b51d-8648a4e915c9"
"Earth Observation Satellites","","ERBS","Earth Radiation Budget Satellite","d69f8964-e168-489e-9bda-a273f9a3a167"
"Earth Observation Satellites","","EROS-A1","","ca01c6b2-f799-4f8a-bb33-d553a244048e"
"Earth Observation Satellites","","EROS-B1","","ce7434f6-7558-434a-afbf-c29500e4ca0d"
"Earth Observation Satellites","","EXOS-A","","5753c582-923c-4b37-9985-c2dc006c6337"
"Earth Observation Satellites","","EarthCARE","","bf66ef8c-acc5-4c2f-b519-db0cbee37c99"
"Earth Observation Satellites","","FASTSAT-1","Fast, Affordable, Science and Technology SATellite, 1","3fd43f36-3fbf-462b-8a3f-2eb6f5219b3e"
"Earth Observation Satellites","","FLEX","Fluorescence Explorer (FLEX)","acfdfa87-7490-47db-a1dd-94a3bfb6a16d"
"Earth Observation Satellites","","FORMOSAT-2","","2a5acbda-7149-4bf7-8be2-9076f07e9b7f"
"Earth Observation Satellites","","FY-3A","FengYun-3A","2f734fc9-2cfa-4a60-b71e-1357a168fbd1"
"Earth Observation Satellites","","FY-3B","FengYun-3B","f0030752-05f7-404b-9dd1-2b159d6be13e"
"Earth Observation Satellites","","GCOM-C","Global Change Observation Mission – Climate","18512c09-2590-4804-8b43-dd9caea53b5d"
"Earth Observation Satellites","","GCOM-W1","Global Change Observation Mission 1st-Water","8781da14-5ced-4d64-81cd-8daa10a1c30d"
"Earth Observation Satellites","","GEOEYE-1","","47943416-e045-4d6d-b18e-3d1cc51734e0"
"Earth Observation Satellites","","GEOSTATIONARY SATELLITES","","2c8530dc-b6cc-445f-87dc-36e76a1cb29c"
"Earth Observation Satellites","","GFZ-1","GeoForschungsZentrum-1","976e92c4-150c-4068-bed5-60d5f030d7e2"
"Earth Observation Satellites","","GLORY","","40e64334-e37c-4292-8b72-67c93bb24d41"
"Earth Observation Satellites","","GOMS","Geostationary Operational Meteorological Satellite","55823c7c-0503-4012-911e-d503ff62f750"
"Earth Observation Satellites","","GOSAT-2","Green-house gas Observing Satellite - 2","67c230f3-5587-4f74-84d1-4c24a74276e4"
"Earth Observation Satellites","","GOSAT","Greenhouse Gases Observing Satellite","a21322af-38e0-4386-8e9b-9bf25cf30e16"
"Earth Observation Satellites","","GPM","Global Precipitation Measurement","33a893cb-b328-462e-9cb0-d8c27823239e"
"Earth Observation Satellites","","HCMM","Heat Capacity Mapping Mission","20dc9390-40d9-441e-86d2-4ab1e97a276b"
"Earth Observation Satellites","","HEXAGON KH-9","HEXAGON KH-9 Reconnaissance Satellite","7d97b6ca-83de-44e1-8d3b-f45755e38a8d"
"Earth Observation Satellites","","HJ1A","","d65fc363-e9b4-410a-b5e3-8dbd87b510b4"
"Earth Observation Satellites","","HJ1B","","3edef6e1-db0b-4806-b586-8869a7c986ba"
"Earth Observation Satellites","","HY2-A","Haiyang-2A","fe07a2e4-a6cd-401c-af3e-433bbc8c2c98"
"Earth Observation Satellites","","HY2-B","Haiyang-2B","7ef45b8e-ac63-41b2-9e8b-7becfa7d7431"
"Earth Observation Satellites","","ICESat","Ice, Cloud and Land Elevation Satellite","71536bf5-2d19-4c63-a127-95264da38082"
"Earth Observation Satellites","","ICEYE","","42c6ff80-849b-4ef5-b6ff-fd9416b8cf33"
"Earth Observation Satellites","","ICON","Ionospheric Connection Explorer","4a3988a7-f1c6-4c0a-a93b-9221adbca49b"
"Earth Observation Satellites","","IKONOS","","c84a3a2f-b4a1-4306-9fcf-7d22ab12f252"
"Earth Observation Satellites","","IMAGE","Imager for Magnetopause -to - Aurora Global Exploration","95985c5e-3904-4710-8f45-8157f0171a0a"
"Earth Observation Satellites","","JASON-1","","4ea59dad-ed94-453e-a991-62c790a1d101"
"Earth Observation Satellites","","JASON-3","","bffa816a-c210-46ed-81cb-ffdf3310c1a5"
"Earth Observation Satellites","","Kanopus-V","Environmental Satellite Kanopus-V","a93bb213-7862-4aa5-a113-38669e557a76"
"Earth Observation Satellites","","LANYARD","","81d3b212-1f8f-4ac8-8292-dce0eb8f3a9c"
"Earth Observation Satellites","","LAPAN-TUBSAT","","3e634ba7-19fc-45ce-9d50-14e108a567ef"
"Earth Observation Satellites","","LARES","LAser Relativity Satellite","ef053df7-ff76-47f3-a335-5d4e87e51b92"
"Earth Observation Satellites","","MAGSAT","","8ba6dbf3-9537-4c10-8254-128d49ef9c17"
"Earth Observation Satellites","","MIDAS 2","Missile Defense Alarm System 2","cc93fc95-4b03-4d67-ab48-8216434a8944"
"Earth Observation Satellites","","MMS","Magnetospheric Multiscale","76673a7f-44c8-4dde-83c2-1104b060061f"
"Earth Observation Satellites","","MONITOR-E","","11212d0c-dd70-46ff-9082-ce3e44a49280"
"Earth Observation Satellites","","MSTI-2","Miniature Sensor Technology Integration-2","68d7cb26-318b-4149-bb75-adc6e3863483"
"Earth Observation Satellites","","MT1","Megha-Tropiques","9e09177b-bc72-41e9-921a-a4546f89e20a"
"Earth Observation Satellites","","MTSAT-1R","Multi-functional Transport Satellite 1 Replacement","fc4a8eda-b910-4df6-8012-d573e5835707"
